Symbol,Name,Market Cap,Country,Sector,Industry
AFIN,American Finance Trust Inc. Class A Common Stock,937171490.00,United States,Consumer Services,Real Estate Investment Trusts
AFINO,American Finance Trust Inc. 7.375% Series C Cumulative Redeemable Preferred Stock,,United States,Consumer Services,Real Estate Investment Trusts
AFMD,Affimed N.V.,980173379.00,Germany,Health Care,Major Pharmaceuticals
AFRM,Affirm Holdings Inc. Class A Common Stock,17072008456.00,United States,Technology,EDP Services
AFYA,Afya Limited Class A Common Shares,2497116478.00,Brazil,Consumer Services,Other Consumer Services
AGBA,AGBA Acquisition Limited Ordinary Share,57277920.00,Hong Kong,Finance,Business Services
AGC,Altimeter Growth Corp. Class A Ordinary Shares,734375000.00,United States,Finance,Business Services
AGEN,Agenus Inc. Common Stock,1194508218.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFS,AgroFresh Solutions Inc. Common Stock,110693615.00,United States,Basic Industries,Major Chemicals
AGFY,Agrify Corporation Common Stock,265663304.00,United States,Finance,Diversified Commercial Services
AGGR,Agile Growth Corp. Class A Ordinary Share,377425000.00,United States,Finance,Business Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,3492493332.00,United States,Health Care,Major Pharmaceuticals
AGLE,Aeglea BioTherapeutics Inc. Common Stock,383860512.00,United States,Health Care,Major Pharmaceuticals
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,307689736.00,Hong Kong,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,9038902191.00,United States,Consumer Services,Real Estate Investment Trusts
AGRX,Agile Therapeutics Inc. Common Stock,119156050.00,United States,Health Care,Major Pharmaceuticals
AGTC,Applied Genetic Technologies Corporation Common Stock,176149743.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGYS,Agilysys Inc. Common Stock,1335468915.00,United States,Technology,Computer Software: Prepackaged Software
AHAC,Alpha Healthcare Acquisition Corp. Class A Common Stock,130735350.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AHCO,AdaptHealth Corp. Class A Common Stock,3864412763.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHPI,Allied Healthcare Products Inc. Common Stock,15933742.00,United States,Health Care,Industrial Specialties
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,186423331.00,China,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,45960347.00,China,Finance,Finance: Consumer Services
AIKI,AIkido Pharma Inc. Common Stock,90874113.00,United States,Consumer Durables,Specialty Chemicals
AIMC,Altra Industrial Motion Corp. Common Stock,4153722930.00,United States,Capital Goods,Industrial Machinery/Components
AINV,Apollo Investment Corporation Common Stock,901172279.00,United States,Finance,Finance/Investors Services
AIRG,Airgain Inc. Common Stock,218848422.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
AIRT,Air T Inc. Common Stock,71758140.00,United States,Transportation,Air Freight/Delivery Services
AKAM,Akamai Technologies Inc. Common Stock,19061877561.00,United States,Miscellaneous,Business Services
AKBA,Akebia Therapeutics Inc. Common Stock,672483685.00,United States,Health Care,Major Pharmaceuticals
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,285277000.00,United States,Finance,Business Services
AKRO,Akero Therapeutics Inc. Common Stock,962592796.00,United States,Health Care,Major Pharmaceuticals
AKTS,Akoustis Technologies Inc. Common Stock,549078715.00,United States,Public Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADR (0.01 USD),69783630.00,United Kingdom,Health Care,Major Pharmaceuticals
AKU,Akumin Inc. Common Shares,239787049.00,Canada,,
AKUS,Akouos Inc. Common Stock,519150981.00,United States,Consumer Durables,Specialty Chemicals
AKYA,Akoya BioSciences Inc. Common Stock,699533415.00,United States,Capital Goods,Medical Specialities
ALAC,Alberton Acquisition Corporation Ordinary Shares,51621437.00,Hong Kong,Finance,Business Services
ALBO,Albireo Pharma Inc. Common Stock,707709658.00,United States,Health Care,Major Pharmaceuticals
ALCO,Alico Inc. Common Stock,265188274.00,United States,Consumer Non-Durables,Farming/Seeds/Milling
ALDX,Aldeyra Therapeutics Inc. Common Stock,661029898.00,United States,Health Care,Major Pharmaceuticals
ALEC,Alector Inc. Common Stock,1696648599.00,United States,Health Care,Major Pharmaceuticals
ALF,ALFI Inc. Common Stock,211273817.00,United States,Technology,Computer Software: Programming Data Processing
ALGM,Allegro MicroSystems Inc. Common Stock,5179687399.00,United States,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,48667410894.00,United States,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,1022137355.00,United States,Health Care,Major Pharmaceuticals
ALGT,Allegiant Travel Company Common Stock,3418870110.00,United States,Transportation,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,4648135269.00,United States,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,65696908.00,United States,Health Care,Major Pharmaceuticals
ALJJ,ALJ Regional Holdings Inc. Common Stock,71099361.00,United States,Miscellaneous,Business Services
ALKS,Alkermes plc Ordinary Shares,3871705529.00,Ireland,Health Care,Major Pharmaceuticals
ALKT,Alkami Technology Inc. Common Stock,3097158416.00,United States,Technology,EDP Services
ALLK,Allakos Inc. Common Stock,4943949459.00,United States,Health Care,Major Pharmaceuticals
ALLO,Allogene Therapeutics Inc. Common Stock,3422399020.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,682541393.00,Israel,Public Utilities,Telecommunications Equipment
ALNA,Allena Pharmaceuticals Inc. Common Stock,79035382.00,United States,Health Care,Major Pharmaceuticals
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,20616224566.00,United States,Health Care,Major Pharmaceuticals
ALOT,AstroNova Inc. Common Stock,97980971.00,United States,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,232691286.00,United States,Health Care,Major Pharmaceuticals
ALRM,Alarm.com Holdings Inc. Common Stock,4294135163.00,United States,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,126458987.00,United States,Health Care,Major Pharmaceuticals
ALRS,Alerus Financial Corporation Common Stock,560409681.00,United States,Finance,Commercial Banks
ALSK,Alaska Communications Systems Group Inc. Common Stock,179646291.00,United States,Public Utilities,Telecommunications Equipment
ALT,Altimmune Inc. Common Stock,617421235.00,United States,Health Care,Major Pharmaceuticals
ALTA,Altabancorp Common Stock,832271014.00,United States,Finance,Major Banks
ALTM,Altus Midstream Company Class A Common Stock,1148299793.00,United States,Energy,Oil & Gas Production
ALTO,Alto Ingredients Inc. Common Stock,446430798.00,United States,Basic Industries,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,5227612034.00,United States,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,367125000.00,United States,,
ALVR,AlloVir Inc. Common Stock,1326710626.00,United States,Health Care,Major Pharmaceuticals
ALXN,Alexion Pharmaceuticals Inc. Common Stock,40389054090.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ALXO,ALX Oncology Holdings Inc. Common Stock,2302757702.00,United States,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,227309689.00,Canada,,
AMAL,Amalgamated Financial Corp. Common Stock (DE),482485847.00,United States,Finance,Commercial Banks
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,133461920.00,United States,,
AMAT,Applied Materials Inc. Common Stock,124475039160.00,United States,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,3767527521.00,United States,Technology,Semiconductors
AMCX,AMC Networks Inc. Class A Common Stock,2750351747.00,United States,Consumer Services,Broadcasting
AMD,Advanced Micro Devices Inc. Common Stock,104030095965.00,United States,Technology,Semiconductors
AMED,Amedisys Inc Common Stock,8133836389.00,United States,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,3107315697.00,United States,Health Care,Managed Health Care
AMGN,Amgen Inc. Common Stock,139432761322.00,United States,Health Care,Major Pharmaceuticals
AMHC,Amplitude Healthcare Acquisition Corporation Class A Common Stock,124125000.00,United States,,
AMKR,Amkor Technology Inc. Common Stock,5765178267.00,United States,Technology,Semiconductors
AMNB,American National Bankshares Inc. Common Stock,351317936.00,United States,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,511255785.00,United States,Capital Goods,Electrical Products
AMPG,Amplitech Group Inc. Common Stock,45877425.00,United States,Capital Goods,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,996531543.00,United States,Health Care,Major Pharmaceuticals
AMRB,American River Bankshares Common Stock,104875225.00,United States,Finance,Major Banks
AMRK,A-Mark Precious Metals Inc. Common Stock,542557272.00,United States,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,1823844436.00,Ireland,Health Care,Major Pharmaceuticals
AMRS,Amyris Inc. Common Stock,4876658061.00,United States,Energy,Integrated oil Companies
AMSC,American Superconductor Corporation Common Stock,495930323.00,United States,Consumer Durables,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,1164309684.00,United States,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,52030882.00,United States,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,750973958.00,United States,Technology,Computer Software: Prepackaged Software
AMTB,Amerant Bancorp Inc. Class A Common Stock,830506886.00,United States,Finance,Major Banks
AMTBB,Amerant Bancorp Inc. Class B Common Stock,730468557.00,United States,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,1760421041.00,United States,Consumer Durables,Specialty Chemicals
AMTX,Aemetis Inc. Common Stock,379800882.00,United States,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation Common Stock,1398684364.00,United States,Consumer Durables,Building Products
AMYT,Amryt Pharma plc American Depositary Shares,471782497.00,United Kingdom,Health Care,Major Pharmaceuticals
AMZN,Amazon.com Inc. Common Stock,1715437015055.00,United States,Consumer Services,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,723641622.00,United States,Health Care,Major Pharmaceuticals
ANAT,American National Group Inc. Common Stock,3939243672.00,United States,Finance,Life Insurance
ANDA,Andina Acquisition Corp. III Ordinary Shares,46379508.00,United States,Consumer Non-Durables,Packaged Foods
ANDE,Andersons Inc. (The) Common Stock,1023208723.00,United States,Consumer Non-Durables,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,167847437.00,United States,Health Care,Major Pharmaceuticals
ANGI,Angi Inc. Class A Common Stock,7258359630.00,United States,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,453846868.00,United States,Health Care,Major Pharmaceuticals
ANGO,AngioDynamics Inc. Common Stock,1064032539.00,United States,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,649189784.00,United States,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,420927485.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,119500121.00,United States,Miscellaneous,Multi-Sector Companies
ANNX,Annexon Inc. Common Stock,915912967.00,United States,Health Care,Major Pharmaceuticals
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,44357386.00,China,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,29934822294.00,United States,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,47157781.00,China,Technology,Advertising
ANY,Sphere 3D Corp. Common Shares,47627050.00,Canada,Technology,EDP Services
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,514781250.00,United States,,
AOSL,Alpha and Omega Semiconductor Limited Common Shares,751165360.00,Bermuda,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,456034134.00,United States,,
APA,APA Corporation Common Stock,8390996937.00,United States,Energy,Oil & Gas Production
APDN,Applied DNA Sciences Inc. Common Stock,52477701.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,527645314.00,United States,Miscellaneous,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,231156449.00,United States,Health Care,Industrial Specialties
API,Agora Inc. American Depositary Shares,4837599220.00,China,Technology,Computer Software: Prepackaged Software
APLS,Apellis Pharmaceuticals Inc. Common Stock,5071296573.00,United States,Health Care,Major Pharmaceuticals
APLT,Applied Therapeutics Inc. Common Stock,646037368.00,United States,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited Class A Ordinary Shares,112146143.00,Hong Kong,Health Care,Major Pharmaceuticals
APOG,Apogee Enterprises Inc. Common Stock,1110719130.00,United States,Capital Goods,Auto Parts:O.E.M.
APOP,Cellect Biotechnology Ltd. American Depositary Shares,14738777.00,Israel,Health Care,Medical/Dental Instruments
APP,Applovin Corporation Class A Common Stock,30946118448.00,United States,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,4999731191.00,United States,Technology,Computer Software: Prepackaged Software
APPH,AppHarvest Inc. Common Stock,1657186520.00,United States,Finance,Business Services
APPN,Appian Corporation Class A Common Stock,9883777497.00,United States,Technology,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,7231980933.00,United States,Miscellaneous,Multi-Sector Companies
APR,Apria Inc. Common Stock,986384536.00,United States,Health Care,Medical/Dental Instruments
APRE,Aprea Therapeutics Inc. Common stock,106357872.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTO,Aptose Biosciences Inc. Common Shares,297444645.00,Canada,,
APTX,Aptinyx Inc. Common Stock,198385572.00,United States,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc. Common Stock,110882412.00,United States,Health Care,Major Pharmaceuticals
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),57628020.00,Taiwan,Basic Industries,Telecommunications Equipment
APXT,Apex Technology Acquisition Corporation Class A Common Stock,552989600.00,United States,Technology,Computer Software: Prepackaged Software
APYX,Apyx Medical Corporation Common Stock,357592132.00,United States,Health Care,Medical/Dental Instruments
